date,Road_Configuration,Road_Conditions,vehicleconcat1,# No Of accidents
2013-01-27,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'No Information', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'No Information', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED']","['DRY', 'ICE', 'DRY', 'DRY', 'DRY', 'DRY', 'UNKNOWN', 'DRY', 'DRY']","['SINGLE UNIT TRUCK (2-AXLE- 6-TIRE)_PASSENGER CAR', 'SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR']",9
2013-01-28,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER']","['WET', 'DRY', 'No Information', 'DRY', 'SAND: MUD: DIRT: GRAVEL', 'WET']","['UNKNOWN', 'PASSENGER CAR_SPORT UTILITY', 'No Information', 'PASSENGER CAR', 'PICKUP', 'PASSENGER CAR_PASSENGER CAR']",6
2013-01-29,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN']","['DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['SPORT UTILITY_SPORT UTILITY', 'SPORT UTILITY_PICKUP', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PICKUP_PASSENGER CAR', 'PASSENGER CAR_PICKUP', 'PASSENGER CAR_PICKUP']",9
2013-01-30,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'ONE-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER']","['DRY', 'DRY', 'DRY', 'WET', 'DRY', 'WET', 'DRY', 'DRY', 'WATER (STANDING: MOVING)', 'UNKNOWN', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'VAN', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PICKUP', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'SPORT UTILITY_PICKUP', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PICKUP_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR']",13
2013-01-31,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'No Information', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY', 'DRY', 'WET', 'DRY', 'No Information', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'WET', 'DRY', 'DRY']","['PICKUP_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'POLICE', 'VAN_SINGLE UNIT TRUCK (2-AXLE- 6-TIRE)', 'No Information', 'SPORT UTILITY', 'PICKUP_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY', 'SPORT UTILITY_SPORT UTILITY', 'VAN_PASSENGER CAR']",14
2013-02-01,"['No Information', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PICKUP_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_VAN', 'PASSENGER CAR_SPORT UTILITY', 'SPORT UTILITY_SPORT UTILITY', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PICKUP', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'SPORT UTILITY_VAN']",13
2013-02-02,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'PICKUP_SINGLE UNIT TRUCK (2-AXLE- 6-TIRE)', 'PICKUP_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY']",6
2013-02-03,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PICKUP', 'PASSENGER CAR_PICKUP']",3
2013-02-04,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN']","['DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PICKUP', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PICKUP', 'No Information', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR']",6
2013-02-05,"['ONE-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'No Information', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN']","['DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['VAN_PASSENGER CAR', 'PASSENGER CAR_VAN', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_VAN']",11
2013-02-06,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN']","['DRY', 'No Information', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR', 'No Information', 'SPORT UTILITY_UNKNOWN', 'SPORT UTILITY_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'No Information', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'VAN_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR']",18
2013-02-07,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['DRY', 'WET', 'WET', 'DRY', 'WET', 'No Information', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'SPORT UTILITY_PASSENGER CAR', 'VAN', 'No Information', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_VAN', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR']",10
2013-02-08,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN']","['DRY', 'WET', 'DRY', 'DRY', 'DRY', 'WET', 'DRY']","['MOPED_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PICKUP', 'PASSENGER CAR_SPORT UTILITY']",7
2013-02-09,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER']","['DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['UNKNOWN_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PICKUP_PASSENGER CAR', 'PICKUP_SPORT UTILITY', 'VAN_PICKUP', 'PASSENGER CAR_SPORT UTILITY']",14
2013-02-10,"['TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY']","['LIGHT TRUCK (MINI-VAN- PANEL)', 'PASSENGER CAR_PASSENGER CAR']",2
2013-02-11,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER']","['DRY', 'DRY', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET']","['PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PICKUP', 'SPORT UTILITY_SPORT UTILITY', 'PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'LIGHT TRUCK (MINI-VAN- PANEL)_SPORT UTILITY']",8
2013-02-12,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED']","['DRY', 'WET', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_LIGHT TRUCK (MINI-VAN- PANEL)', 'SPORT UTILITY_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PICKUP', 'PASSENGER CAR', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR']",12
2013-02-13,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'No Information', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET', 'WET']","['PASSENGER CAR_PICKUP', 'PICKUP', 'LIGHT TRUCK (MINI-VAN- PANEL)', 'PASSENGER CAR_PICKUP', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'SPORT UTILITY_PICKUP', 'UNKNOWN_PASSENGER CAR', 'No Information', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'No Information', 'SPORT UTILITY_PASSENGER CAR', 'VAN']",17
2013-02-14,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN']","['DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'PICKUP_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PICKUP', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PICKUP', 'PASSENGER CAR_SPORT UTILITY', 'PICKUP_PICKUP', 'PICKUP_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PICKUP', 'SINGLE UNIT TRUCK (2-AXLE- 6-TIRE)_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR']",15
2013-02-15,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED']","['DRY', 'No Information', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'No Information', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'No Information', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'VAN_SPORT UTILITY', 'PICKUP_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PICKUP_PICKUP', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_SPORT UTILITY', 'No Information', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PICKUP']",17
2013-02-16,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN']","['No Information', 'WET', 'WET', 'WET', 'WET', 'WET', 'ICE', 'SNOW']","['PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR']",8
2013-02-17,"['ONE-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR', 'SPORT UTILITY_LIGHT TRUCK (MINI-VAN- PANEL)']",4
2013-02-18,"['ONE-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,POSITIVE MEDIAN BARRIER', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_VAN', 'PASSENGER CAR_PASSENGER CAR', 'PICKUP_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'VAN_PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR']",10
2013-02-19,"['TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['WET', 'WET', 'No Information', 'WET', 'WET', 'WET', 'WET', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_SINGLE UNIT TRUCK (2-AXLE- 6-TIRE)', 'PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_PICKUP', 'PASSENGER CAR', 'PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR_SPORT UTILITY', 'LIGHT TRUCK (MINI-VAN- PANEL)_LIGHT TRUCK (MINI-VAN- PANEL)']",10
2013-02-20,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'No Information']","['DRY', 'DRY', 'DRY', 'DRY', 'WET', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'SPORT UTILITY_SPORT UTILITY', 'PASSENGER CAR_LIGHT TRUCK (MINI-VAN- PANEL)', 'No Information', 'PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR', 'PICKUP_SPORT UTILITY', 'SPORT UTILITY_PASSENGER CAR', 'VAN_PASSENGER CAR', 'SPORT UTILITY_PASSENGER CAR']",10
2013-02-21,"['TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'No Information', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,DIVIDED,UNPROTECTED MEDIAN', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED', 'ONE-WAY,NOT DIVIDED', 'TWO-WAY,NOT DIVIDED']","['DRY', 'DRY', 'No Information', 'DRY', 'DRY', 'WET', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY', 'DRY']","['PASSENGER CAR_PASSENGER CAR', 'PASSENGER CAR', 'No Information', 'PASSENGER CAR_SPORT UTILITY', 'PASSENGER CAR_SPORT UTILITY', 'SPORT UTILITY_PASSENGER CAR', 'SPORT UTILITY', 'PASSENGER CAR_PICKUP', 'LIGHT TRUCK (MINI-VAN- PANEL)_PASSENGER CAR', 'PASSENGER CAR', 'VAN', 'PICKUP_SPORT UTILITY', 'PASSENGER CAR_PASSENGER CAR', 'SINGLE UNIT TRUCK (2-AXLE- 6-TIRE)_VAN', 'LIGHT TRUCK (MINI-VAN- PANEL)_PASSENGER CAR', 'SPORT UTILITY']",16
