date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
10-07-2013,73,89.1,0.04,0,0,9.17,230,19.91,270,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-07-2013,72,84,0.2,0,0,6.71,240,14.99,230,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-07-2013,70,77,0.05,0,0,4.25,170,12.97,50,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-07-2013,70,78.1,0.53,0,0,5.37,90,12.97,110,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-07-2013,70,88,0,0,0,6.71,80,14.09,90,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-07-2013,69.1,90,0,0,0,2.24,70,8.95,90,31.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-07-2013,69.1,93.9,0,0,0,2.01,210,12.08,210,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-07-2013,73.9,93,0,0,0,2.68,80,12.97,360,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-07-2013,73,93,0,0,0,2.46,220,12.08,210,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-07-2013,75,91.9,0,0,0,9.84,230,18.12,230,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-07-2013,73.9,90,0,0,0,10.51,230,18.12,230,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-07-2013,73,89.1,0,0,0,6.71,220,16.11,210,21.92,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
22-07-2013,72,91,0,0,0,6.71,230,18.12,230,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-07-2013,73.9,91,0,0,0,7.83,280,14.09,270,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-07-2013,71.1,96.1,0.5,0,0,2.91,320,16.11,330,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-07-2013,66,80.1,0,0,0,5.14,30,14.09,30,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-07-2013,62.1,86,0,0,0,3.58,110,8.05,160,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-07-2013,68,88,0.13,0,0,4.25,300,14.09,300,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-07-2013,69.1,90,0.46,0,0,6.26,270,16.11,300,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-07-2013,69.1,87.1,0.03,0,0,2.24,230,14.09,200,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-07-2013,62.1,87.1,0,0,0,2.24,90,10.07,130,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-07-2013,70,82.9,0.51,0,0,4.92,220,25.05,220,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-08-2013,70,87.1,0,0,0,4.92,240,14.09,240,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-08-2013,66.9,89.1,0.77,0,0,0.67,250,14.99,240,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-08-2013,70,91,2.3,0,0,5.82,120,18.12,130,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-08-2013,66,84,0,0,0,4.25,50,14.09,30,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-08-2013,64,82,0,0,0,4.47,190,12.97,190,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-08-2013,66.9,84,0.14,0,0,5.82,240,16.11,230,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-08-2013,70,87.1,0,0,0,4.92,220,12.97,210,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-08-2013,72,91,0,0,0,3.8,240,12.08,260,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-08-2013,73.9,91.9,0,0,0,9.62,230,19.91,250,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-08-2013,73,93.9,0.08,0,0,6.71,230,10.96,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
11-08-2013,71.1,91.9,0,0,0,3.13,350,8.95,330,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-08-2013,73,91.9,0.66,0,0,2.01,300,19.91,290,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-08-2013,71.1,90,0.08,0,0,5.59,230,21.03,240,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-08-2013,61,75,0,0,0,5.59,40,14.09,50,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-08-2013,59,75.9,0,0,0,5.37,50,12.97,80,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-08-2013,59,71.1,0,0,0,4.25,50,10.07,50,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-08-2013,64,73,0.19,0,0,7.38,50,12.97,60,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-08-2013,66.9,81,0.05,0,0,5.59,270,12.97,260,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-08-2013,66.9,75,0.6,0,0,1.57,140,16.11,150,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-08-2013,68,82.9,0,0,0,1.34,130,6.93,120,10.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-08-2013,70,88,0.01,0,0,3.13,230,12.08,330,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-08-2013,70,89.1,0,0,0,3.8,190,8.95,200,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-08-2013,66.9,88,0,0,0,5.14,30,14.09,340,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-08-2013,64.9,82.9,0,0,0,8.28,80,17,80,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-08-2013,60.1,80.1,0,0,0,4.92,80,14.99,80,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-08-2013,55,82.9,0,0,0,1.34,60,8.05,120,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-08-2013,62.1,89.1,0,0,0,2.91,220,8.05,260,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-08-2013,70,82.9,0,0,0,3.58,230,12.97,230,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-08-2013,72,87.1,0,0,0,6.93,50,14.99,50,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-08-2013,64.9,88,0,0,0,2.91,60,8.05,110,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-08-2013,68,90,0,0,0,5.82,230,14.99,210,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-09-2013,71.1,91,1.16,0,0,7.61,100,23.94,90,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-09-2013,70,88,0,0,0,5.59,230,12.08,230,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-09-2013,71.1,89.1,0.3,0,0,4.03,270,21.92,270,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-09-2013,68,84.9,0,0,0,2.91,80,12.97,60,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-09-2013,64.9,87.1,0,0,0,2.46,270,10.07,280,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-09-2013,64,82,0,0,0,4.92,50,14.09,50,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-09-2013,59,82,0,0,0,1.12,210,8.95,200,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-09-2013,63,88,0,0,0,2.01,50,8.95,30,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-09-2013,64,87.1,0,0,0,3.36,90,14.99,150,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-09-2013,68,91,0,0,0,4.7,220,8.95,240,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-09-2013,68,91,0,0,0,5.14,160,14.09,180,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-09-2013,70,90,0,0,0,6.04,230,12.97,230,21.92,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
13-09-2013,64.9,84.9,0,0,0,3.58,300,12.08,280,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-09-2013,57.9,75.9,0,0,0,6.71,30,17,50,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-09-2013,53.1,80.1,0,0,0,3.58,90,8.95,80,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-09-2013,66,86,0.06,0,0,5.82,60,17,40,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-09-2013,57.9,75.9,0,0,0,8.5,50,18.12,40,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-09-2013,51.1,73.9,0,0,0,2.91,60,10.07,50,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-09-2013,54,78.1,0,0,0,2.01,80,8.05,160,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-09-2013,62.1,72,0.19,0,0,3.8,170,10.07,150,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-09-2013,66,75.9,0.77,0,0,4.7,310,10.07,150,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-09-2013,57,77,0.43,0,0,7.16,30,21.03,30,25.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-09-2013,54,73,0,0,0,3.8,80,14.09,40,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-09-2013,53.1,75.9,0,0,0,1.12,30,6.93,140,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-09-2013,53.1,75,0,0,0,1.12,100,8.95,90,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-09-2013,57,77,0,0,0,4.7,50,14.09,30,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-09-2013,52,73.9,0,0,0,5.82,50,16.11,90,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-09-2013,50,73,0,0,0,4.92,40,17,50,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-09-2013,52,75,0,0,0,3.36,50,14.09,40,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-09-2013,51.1,75.9,0,0,0,1.79,50,10.07,20,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-10-2013,51.1,82,0,0,0,1.12,270,8.95,250,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-10-2013,57,84.9,0,0,0,1.57,270,8.95,300,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-10-2013,59,86,0,0,0,3.58,220,12.97,210,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-10-2013,62.1,86,0,0,0,3.58,230,12.08,200,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-10-2013,61,89.1,0,0,0,2.24,240,10.07,210,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-10-2013,63,84.9,0,0,0,6.71,170,14.09,130,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-10-2013,63,73.9,0.86,0,0,6.93,210,21.03,220,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-10-2013,57.9,63,0,0,0,11.41,50,19.91,60,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-10-2013,54,62.1,0.19,0,0,9.84,40,17,10,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-10-2013,53.1,61,0.14,0,0,5.82,360,12.97,360,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-10-2013,59,66,0.02,0,0,2.68,340,8.95,340,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-10-2013,61,69.1,0.01,0,0,3.58,10,8.95,10,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-10-2013,62.1,66.9,0.07,0,0,7.16,30,12.97,30,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-10-2013,55.9,64.9,0.11,0,0,7.61,50,14.99,40,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-10-2013,54,71.1,0,0,0,5.14,40,12.97,40,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-10-2013,61,70,0,0,0,1.12,30,6.04,170,10.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-10-2013,60.1,77,0,0,0,6.49,230,17,220,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-10-2013,55.9,69.1,0,0,0,3.13,30,12.08,20,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-10-2013,57.9,70,0.01,0,0,2.91,230,12.08,210,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-10-2013,43,64.9,0,0,0,2.68,50,12.97,40,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-10-2013,39,68,0,0,0,0.45,180,8.05,170,10.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-10-2013,51.1,64,0,0,0,2.46,230,8.95,160,10.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-10-2013,46,66.9,0,0,0,7.16,290,18.12,300,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-10-2013,35.1,59,0,0,0,4.25,270,14.99,240,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-10-2013,33.1,55.9,0,0,0,3.36,30,12.97,340,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-10-2013,29.1,59,0,0,0,5.14,230,16.11,270,23.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-10-2013,39.9,69.1,0,0,0,2.46,230,12.08,230,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-10-2013,45,69.1,0,0,0,0.67,220,8.05,200,8.95,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
29-10-2013,50,73,0,0,0,1.79,40,8.05,40,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-10-2013,55,72,0,0,0,4.92,240,14.09,220,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-10-2013,57.9,75.9,0,0,0,8.72,200,19.91,210,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-11-2013,60.1,73,1.23,0,0,12.53,220,21.92,180,29.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-11-2013,50,71.1,0,0,0,4.03,300,14.99,280,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-11-2013,39.9,63,0,0,0,3.8,40,14.99,50,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-11-2013,35.1,55,0,0,0,6.49,50,16.11,50,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-11-2013,37,57,0,0,0,5.14,40,12.08,40,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-11-2013,44.1,71.1,0,0,0,3.58,80,8.95,150,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-11-2013,46,70,0.03,0,0,4.7,230,14.09,320,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-11-2013,33.1,57.9,0,0,0,2.91,,12.97,300,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-11-2013,30.2,59,0,0,0,3.8,,14.99,240,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-11-2013,37.9,72,0,0,0,5.37,,17,270,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-11-2013,32,59,0,0,0,1.79,,8.95,150,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-11-2013,35.1,61,0.01,0,0,6.93,40,19.91,30,29.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-11-2013,26.2,45,0,0,0,3.13,30,16.11,30,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-11-2013,25.2,57,0,0,0,5.37,230,14.99,230,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-11-2013,30.2,60.1,0,0,0,1.57,230,8.95,230,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-11-2013,50,69.1,0,0,0,3.13,30,8.95,20,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-11-2013,52,71.1,0.08,0,0,5.37,210,18.12,220,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-11-2013,54,75,0.06,0,0,7.16,230,18.12,230,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-11-2013,41,55.9,0,0,0,6.49,20,14.09,30,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-11-2013,37,52,0,0,0,8.5,60,19.91,60,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-11-2013,41,62.1,0,0,0,3.8,40,12.08,50,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-11-2013,46.9,71.1,0.03,0,0,5.37,230,17,230,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-11-2013,43,61,0.01,0,0,3.8,330,10.07,320,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-11-2013,23.2,43,0,0,0,6.93,20,14.99,300,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-11-2013,18.1,43,0,0,0,2.01,170,10.07,160,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-11-2013,37,66,0.83,0,0,8.05,170,18.12,170,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
27-11-2013,30.2,50,0.71,0,0,6.26,310,14.99,330,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-11-2013,,45,0,0,0,1.79,310,12.97,310,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-11-2013,,50,0,0,0,4.03,40,14.09,40,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-11-2013,,48,0,0,0,3.58,40,12.08,30,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-12-2013,,59,0,0,0,0.67,230,8.05,290,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-12-2013,36,60.1,0,0,0,0.67,80,6.04,140,8.95,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-12-2013,33.1,57.9,0,0,0,2.91,180,10.07,200,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-12-2013,53.1,64,0,0,0,3.36,210,10.07,210,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-12-2013,55,66.9,0.03,0,0,6.71,220,18.12,220,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-12-2013,64.9,79,0,0,0,13.87,230,27.96,230,36.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-12-2013,42.1,69.1,0.11,0,0,10.74,230,18.12,30,23.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-12-2013,33.1,42.1,0.05,0,0,8.05,30,17,40,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-12-2013,34,46,0.17,0,0,2.68,180,10.07,180,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-12-2013,28.2,48,0.47,0,0,2.91,40,12.08,320,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-12-2013,24.3,48.9,0,0,0,2.91,230,12.08,210,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-12-2013,25.2,44.1,0,0,0,2.24,300,12.08,290,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-12-2013,23.2,52,0,0,0,2.91,230,12.97,220,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-12-2013,37.9,46.9,0.85,0,0,4.92,80,14.09,80,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-12-2013,34,54,0.03,0,0,4.92,310,12.97,280,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-12-2013,28.2,54,0,0,0,4.47,220,12.08,220,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-12-2013,35.1,60.1,0,0,0,6.49,220,18.12,220,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-12-2013,31.1,48.9,0,0,0,3.36,270,12.97,300,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-12-2013,30.2,62.1,0,0,0,7.61,230,21.92,220,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-12-2013,43,66.9,0,0,0,8.28,230,17,220,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-12-2013,50,73.9,0,0,0,9.17,220,21.03,200,29.97,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
22-12-2013,64,78.1,0.28,0,0,14.09,220,25.95,220,35.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
23-12-2013,46.9,68,1.95,0,0,8.05,240,21.92,230,29.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
24-12-2013,29.1,46.9,0,0,0,6.49,10,12.97,10,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
25-12-2013,23.2,39.9,0,0,0,2.68,40,12.08,50,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
26-12-2013,24.3,53.1,0.03,0,0,1.12,260,8.05,270,10.07,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
27-12-2013,26.2,52,0,0,0,1.12,40,8.05,30,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
28-12-2013,25.2,59,0,0,0,1.12,240,8.95,230,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
29-12-2013,43,63,1.94,0,0,7.16,230,21.92,170,31.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
30-12-2013,35.1,53.1,0,0,0,1.79,300,8.95,270,14.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
31-12-2013,32,51.1,0,0,0,3.8,270,12.97,270,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
01-01-2014,29.1,51.1,0,0,0,2.46,200,8.95,210,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
02-01-2014,37,48.9,0.33,0,0,2.68,310,12.97,320,21.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
03-01-2014,22.1,43,0,0,0,7.38,300,21.92,310,31.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
04-01-2014,19.2,37.9,0,0,0,2.24,120,8.05,120,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
05-01-2014,37,62.1,0,0,0,4.92,180,16.11,180,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
06-01-2014,16.2,61,0.13,0,0,13.65,220,29.97,210,38.92,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
07-01-2014,9.1,25.2,0,0,0,7.61,300,16.11,320,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
08-01-2014,15.3,43,0,0,0,2.91,220,10.07,210,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
09-01-2014,25.2,54,0,0,0,2.46,110,8.95,120,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10-01-2014,39,45,0.57,0,0,3.58,270,10.07,280,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11-01-2014,45,69.1,0.28,0,0,10.29,230,59.95,220,86.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12-01-2014,39,57.9,0,0,0,5.82,250,16.11,260,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
13-01-2014,33.1,62.1,0,0,0,7.16,220,21.03,230,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
14-01-2014,37.9,54,0.3,0,0,2.91,190,12.08,320,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
15-01-2014,33.1,59,0,0,0,4.47,180,17,210,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
16-01-2014,32,44.1,0.07,0,0,3.8,270,12.08,280,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
17-01-2014,29.1,55.9,0,0,0,9.17,230,21.03,230,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
18-01-2014,27.1,46.9,0,0,0,6.71,270,17,240,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
19-01-2014,30.2,54,0,0,0,8.5,240,17,240,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
20-01-2014,30.2,64,0,0,0,8.05,230,18.12,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
21-01-2014,26.2,51.1,0.1,0.51,0,4.92,40,17,360,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
22-01-2014,18.1,30.2,0,0,0,4.47,30,12.97,20,19.91,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
